Block-size, NxM, p, FD Calc, Avg Calc, Total, Alloc, Transfer GPU, Transfer RAM
16, 100x100,1000,176476,24,176500,0,0,0
16, 1000x1000,1000,34233424,4553,34237976,0,0,0
16, 5000x5000,1000,849165184,59932,849225088,0,0,0
16, 15360x15360,1000,6876979712,1074966,6878054912,0,0,0
